train,val,test
,,240205.151503.GM25256_Endoderm_48h.046.Group1.A1.S046
,,240205.153357.GM25256_Endoderm_48h.047.Group1.A1.S047
,,240205.153904.GM25256_Endoderm_48h.048.Group1.A1.S048
,,240205.154615.GM25256_Endoderm_48h.051.Group1.A1.S051
,,240205.154845.GM25256_Endoderm_48h.052.Group1.A1.S052
,,240205.155500.GM25256_Endoderm_48h.053.Group1.A1.S053
,,240205.160442.GM25256_Endoderm_48h.054.Group1.A1.S054
,,240205.160710.GM25256_Endoderm_48h.055.Group1.A1.S055
,,240205.160940.GM25256_Endoderm_48h.056.Group1.A1.S056
,,240205.161855.GM25256_Endoderm_48h.057.Group1.A1.S057
,,240205.162043.GM25256_Endoderm_48h.058.Group1.A1.S058
,,240205.162937.GM25256_Endoderm_48h.061.Group1.A1.S061
,,240205.163226.GM25256_Endoderm_48h.062.Group1.A1.S062
,,240205.163720.GM25256_Endoderm_48h.063.Group1.A1.S063
,,230425.173414.H9_12hour_treat.011.Group1.A1.S011
,,230425.180051.H9_12hour_treat.024.Group1.A1.S024
,,230425.181812.H9_12hour_treat.035.Group1.A1.S035
,,230425.184313.H9_12hour_treat.046.Group1.A1.S046
,,230425.190635.H9_12hour_treat.056.Group1.A1.S056
,,230426.164547.GM25256_12hour_treat.009.Group1.A1.S009
,,230426.170523.GM25256_12hour_treat.021.Group1.A1.S021
,,230426.173645.GM25256_12hour_treat.032.Group1.A1.S032
,,230426.175511.GM25256_12hour_treat.043.Group1.A1.S043
,,230426.180831.GM25256_12hour_treat.053.Group1.A1.S053
,,230427.171721.Jax_12hour_treated.012.Group1.A1.S012
,,230427.174834.Jax_12hour_treated.025.Group1.A1.S025
,,230427.181649.Jax_12hour_treated.041.Group1.A1.S041
,,230427.184154.Jax_12hour_treated.056.Group1.A1.S056
,,230921.182956.GM25256_12hours.009.Group1.A1.S009
,,230921.185042.GM25256_12hours.019.Group1.A1.S019
,,230921.190835.GM25256_12hours.029.Group1.A1.S029
,,230921.192408.GM25256_12hours.039.Group1.A1.S039
,,230921.194113.GM25256_12hours.049.Group1.A1.S049
,,230921.200100.GM25256_12hours.062.Group1.A1.S062
,,230922.173408.JAX_12hours.009.Group1.A1.S009
,,230922.180030.JAX_12hours.022.Group1.A1.S022
,,230922.183651.JAX_12hours.039.Group1.A1.S039
,,230922.190723.JAX_12hours.049.Group1.A1.S049
,,230922.193341.JAX_12hours.061.Group1.A1.S061
,,231001.231346.H9_12hours.009.Group1.A1.S009
,,231001.232829.H9_12hours.019.Group1.A1.S019
,,231001.235022.H9_12hours.031.Group1.A1.S031
,,231002.000640.H9_12hours.041.Group1.A1.S041
,,231002.002828.H9_12hours.051.Group1.A1.S051
,,231002.004351.H9_12hours.061.Group1.A1.S061
,,231003.190407.JAX_12hours.009.Group1.A1.S009
,,231003.192349.JAX_12hours.019.Group1.A1.S019
,,231003.194456.JAX_12hours.030.Group1.A1.S030
,,231003.200912.JAX_12hours.041.Group1.A1.S041
,,231003.205311.JAX_12hours.052.Group1.A1.S052
,,231003.211754.JAX_12hours.062.Group1.A1.S062
,,231004.163207.H9_12hours.008.Group1.A1.S008
,,231004.164737.H9_12hours.018.Group1.A1.S018
,,231004.170152.H9_12hours.029.Group1.A1.S029
,,231004.174035.H9_12hours.041.Group1.A1.S041
,,231004.181323.H9_12hours.052.Group1.A1.S052
,,231004.183552.H9_12hours.062.Group1.A1.S062
,,231011.133349.GM25256_12hours.008.Group1.A1.S008
,,231011.135614.GM25256_12hours.018.Group1.A1.S018
,,231011.142141.GM25256_12hours.028.Group1.A1.S028
,,231011.144709.GM25256_12hours.038.Group1.A1.S038
,,231011.154929.GM25256_12hours.048.Group1.A1.S048
,,231011.165955.GM25256_12hours.058.Group1.A1.S058
,,230425.193825.H9_24hour_treat.009.Group1.A1.S009
,,230425.200043.H9_24hour_treat.020.Group1.A1.S020
,,230425.202720.H9_24hour_treat.030.Group1.A1.S030
,,230425.204633.H9_24hour_treat.041.Group1.A1.S041
,,230425.210951.H9_24hour_treat.051.Group1.A1.S051
,,230425.212846.H9_24hour_treat.061.Group1.A1.S061
,,230426.185820.GM25256_24hour_treat.010.Group1.A1.S010
,,230426.191756.GM25256_24hour_treat.021.Group1.A1.S021
,,230426.194658.GM25256_24hour_treat.034.Group1.A1.S034
,,230426.201240.GM25256_24hour_treat.044.Group1.A1.S044
,,230426.203148.GM25256_24hour_treat.055.Group1.A1.S055
,,230427.195154.Jax_24hour_treated.012.Group1.A1.S012
,,230427.201228.Jax_24hour_treated.024.Group1.A1.S024
,,230427.204349.Jax_24hour_treated.038.Group1.A1.S038
,,230427.211117.Jax_24hour_treated.050.Group1.A1.S050
,,230921.204929.GM25256_24hours.008.Group1.A1.S008
,,230921.210349.GM25256_24hours.018.Group1.A1.S018
,,230921.212434.GM25256_24hours.028.Group1.A1.S028
,,230921.213739.GM25256_24hours.038.Group1.A1.S038
,,230921.215404.GM25256_24hours.048.Group1.A1.S048
,,230921.220829.GM25256_24hours.058.Group1.A1.S058
,,230922.212813.JAX_24hours.008.Group1.A1.S008
,,230922.215737.JAX_24hours.021.Group1.A1.S021
,,230922.223923.JAX_24hours.032.Group1.A1.S032
,,230922.232827.JAX_24hours.046.Group1.A1.S046
,,230922.235922.JAX_24hours.061.Group1.A1.S061
,,231001.212538.H9_24hours.009.Group1.A1.S009
,,231001.214023.H9_24hours.019.Group1.A1.S019
,,231001.220050.H9_24hours.030.Group1.A1.S030
,,231001.221705.H9_24hours.040.Group1.A1.S040
,,231001.223435.H9_24hours.052.Group1.A1.S052
,,231001.225440.H9_24hours.063.Group1.A1.S063
,,231003.215436.JAX_24hours.011.Group1.A1.S011
,,231003.222148.JAX_24hours.022.Group1.A1.S022
,,231003.224532.JAX_24hours.032.Group1.A1.S032
,,231003.230449.JAX_24hours.043.Group1.A1.S043
,,231003.233708.JAX_24hours.055.Group1.A1.S055
,,231004.190631.H9_24hours.008.Group1.A1.S008
,,231004.193010.H9_24hours.018.Group1.A1.S018
,,231004.195401.H9_24hours.028.Group1.A1.S028
,,231004.203544.H9_24hours.038.Group1.A1.S038
,,231004.210920.H9_24hours.049.Group1.A1.S049
,,231004.213747.H9_24hours.059.Group1.A1.S059
,,231011.174739.GM25256_24hours.008.Group1.A1.S008
,,231011.180345.GM25256_24hours.018.Group1.A1.S018
,,231011.182524.GM25256_24hours.029.Group1.A1.S029
,,231011.184133.GM25256_24hours.039.Group1.A1.S039
,,231011.190340.GM25256_24hours.049.Group1.A1.S049
,,231011.192430.GM25256_24hours.059.Group1.A1.S059
,,240205.200757.GM25256_Ectoder_48h.008.Group1.A1.S008
,,240205.202627.GM25256_Ectoder_48h.018.Group1.A1.S018
,,240205.204246.GM25256_Ectoder_48h.028.Group1.A1.S028
,,240205.210013.GM25256_Ectoder_48h.038.Group1.A1.S038
,,240205.213245.GM25256_Ectoder_48h.049.Group1.A1.S049
,,240205.214933.GM25256_Ectoder_48h.059.Group1.A1.S059
,,240206.175323.GM25256_Ectoderm_72h.008.Group1.A1.S008
,,240206.181505.GM25256_Ectoderm_72h.018.Group1.A1.S018
,,240206.183702.GM25256_Ectoderm_72h.028.Group1.A1.S028
,,240206.192514.GM25256_Ectoderm_72h.038.Group1.A1.S038
,,240206.195056.GM25256_Ectoderm_72h.048.Group1.A1.S048
,,240206.201609.GM25256_Ectoderm_72h.058.Group1.A1.S058
,,240218.144229.GM25256_Mesoderm_48h.009.Group1.A1.S009
,,240218.151651.GM25256_Mesoderm_48h.019.Group1.A1.S019
,,240218.160429.GM25256_Mesoderm_48h.029.Group1.A1.S029
,,240218.172901.GM25256_Mesoderm_48h.039.Group1.A1.S039
,,240218.180844.GM25256_Mesoderm_48h.049.Group1.A1.S049
,,240218.184044.GM25256_Mesoderm_48h.059.Group1.A1.S059
,,240205.104111.GM25256_Endoderm_48h.008.Group1.A1.S008
,,240205.110808.GM25256_Endoderm_48h.018.Group1.A1.S018
,,240205.133513.GM25256_Endoderm_48h.028.Group1.A1.S028
,,240205.143812.GM25256_Endoderm_48h.039.Group1.A1.S039
,,240205.154027.GM25256_Endoderm_48h.049.Group1.A1.S049
,,240205.162243.GM25256_Endoderm_48h.059.Group1.A1.S059
,,230916.104804.B1.001.Group1.A1.S001
,,230916.104946.B1.002.Group1.A1.S002
,,230916.105150.B1.003.Group1.A1.S003
,,230916.105331.B1.004.Group1.A1.S004
,,230916.105452.B1.005.Group1.A1.S005
,,230916.105617.B1.006.Group1.A1.S006
,,230916.105727.B1.007.Group1.A1.S007
,,230916.105903.B1.008.Group1.A1.S008
,,230916.110020.B1.009.Group1.A1.S009
,,230916.110143.B1.010.Group1.A1.S010
,,230916.110323.B1.011.Group1.A1.S011
,,230916.110437.B1.012.Group1.A1.S012
,,230916.110639.B1.013.Group1.A1.S013
,,230916.110931.B1.014.Group1.A1.S014
,,230916.111059.B1.015.Group1.A1.S015
,,230916.111156.B1.016.Group1.A1.S016
,,230916.111526.B1.017.Group1.A1.S017
,,230916.111712.B1.018.Group1.A1.S018
,,230916.111832.B1.019.Group1.A1.S019
,,230916.112200.B1.020.Group1.A1.S020
,,230916.112316.B1.021.Group1.A1.S021
,,230916.112510.B1.022.Group1.A1.S022
,,230916.113133.B1.023.Group1.A1.S023
,,230916.115103.B1.024.Group1.A1.S024
,,230916.115346.B1.025.Group1.A1.S025
,,230916.115521.B1.026.Group1.A1.S026
,,230916.115649.B1.027.Group1.A1.S027
,,230916.115758.B1.028.Group1.A1.S028
,,230916.120004.B1.029.Group1.A1.S029
,,230916.120120.B1.030.Group1.A1.S030
,,230916.120305.B1.031.Group1.A1.S031
,,230916.120419.B1.032.Group1.A1.S032
,,230916.120630.B1.033.Group1.A1.S033
,,230916.120813.B1.034.Group1.A1.S034
,,230916.121008.B1.035.Group1.A1.S035
,,230916.121158.B1.036.Group1.A1.S036
,,230916.121402.B1.037.Group1.A1.S037
,,230916.121527.B1.038.Group1.A1.S038
,,230916.121710.B1.039.Group1.A1.S039
,,230916.122006.B1.040.Group1.A1.S040
,,230916.122144.B1.041.Group1.A1.S041
,,230916.122237.B1.042.Group1.A1.S042
,,230916.122406.B1.043.Group1.A1.S043
,,230916.122534.B1.044.Group1.A1.S044
,,230916.122654.B1.045.Group1.A1.S045
,,230916.122810.B1.046.Group1.A1.S046
,,230916.125143.B1.048.Group1.A1.S048
,,230916.125243.B1.049.Group1.A1.S049
,,230916.125402.B1.050.Group1.A1.S050
,,230916.125644.B1.051.Group1.A1.S051
,,230916.125751.B1.052.Group1.A1.S052
,,230916.130152.B1.053.Group1.A1.S053
,,230916.130301.B1.054.Group1.A1.S054
,,230916.130505.B1.055.Group1.A1.S055
,,230916.130704.B1.056.Group1.A1.S056
,,230916.130804.B1.057.Group1.A1.S057
,,230916.131205.B1.059.Group1.A1.S059
,,230916.131253.B1.060.Group1.A1.S060
,,230916.131620.B1.061.Group1.A1.S061
,,230916.131844.B1.062.Group1.A1.S062
,,230916.131937.B1.063.Group1.A1.S063
,,230916.133041.B1.065.Group1.A1.S065
,,240102.134138.BJ01.001.Group1.A1.S001
,,240102.134522.BJ01.002.Group1.A1.S002
,,240102.134759.BJ01.003.Group1.A1.S003
,,240102.135018.BJ01.004.Group1.A1.S004
,,240102.135653.BJ01.005.Group1.A1.S005
,,240102.140216.BJ01.006.Group1.A1.S006
,,240102.140401.BJ01.007.Group1.A1.S007
,,240102.143037.BJ01.008.Group1.A1.S008
,,240102.143242.BJ01.009.Group1.A1.S009
,,240102.143540.BJ01.010.Group1.A1.S010
,,240102.143701.BJ01.011.Group1.A1.S011
,,240102.145148.BJ01.012.Group1.A1.S012
,,240102.145352.BJ01.013.Group1.A1.S013
,,240102.145642.BJ01.014.Group1.A1.S014
,,240102.150223.BJ01.015.Group1.A1.S015
,,240102.150618.BJ01.016.Group1.A1.S016
,,240102.151847.BJ01.017.Group1.A1.S017
,,240104.111141.BJ04.001.Group1.A1.S001
,,240104.111244.BJ04.002.Group1.A1.S002
,,240104.111602.BJ04.003.Group1.A1.S003
,,240104.111727.BJ04.004.Group1.A1.S004
,,240104.112049.BJ04.005.Group1.A1.S005
,,240104.112154.BJ04.006.Group1.A1.S006
,,240104.112309.BJ04.007.Group1.A1.S007
,,240104.112445.BJ04.008.Group1.A1.S008
,,240104.130900.BJ04.009.Group1.A1.S009
,,240104.131149.BJ04.010.Group1.A1.S010
,,240104.131256.BJ04.011.Group1.A1.S011
,,240104.133340.BJ04.012.Group1.A1.S012
,,240104.133813.BJ04.013.Group1.A1.S013
,,240104.134221.BJ04.014.Group1.A1.S014
,,240104.135557.BJ04.016.Group1.A1.S016
,,240104.135858.BJ04.017.Group1.A1.S017
,,240104.140008.BJ04.018.Group1.A1.S018
,,240104.140122.BJ04.019.Group1.A1.S019
,,240104.140243.BJ04.020.Group1.A1.S020
,,240104.140355.BJ04.021.Group1.A1.S021
,,240104.140635.BJ04.022.Group1.A1.S022
,,240104.140835.BJ04.023.Group1.A1.S023
,,240104.141151.BJ04.024.Group1.A1.S024
,,240104.141416.BJ04.025.Group1.A1.S025
,,240104.141748.BJ04.026.Group1.A1.S026
,,240104.141906.BJ04.027.Group1.A1.S027
,,240104.142206.BJ04.028.Group1.A1.S028
,,240104.142314.BJ04.029.Group1.A1.S029
,,240104.142737.BJ04.030.Group1.A1.S030
,,240104.142854.BJ04.031.Group1.A1.S031
,,240104.143124.BJ04.032.Group1.A1.S032
,,240104.143337.BJ04.033.Group1.A1.S033
,,240104.143556.BJ04.034.Group1.A1.S034
,,240104.143754.BJ04.035.Group1.A1.S035
,,240104.144040.BJ04.036.Group1.A1.S036
,,240104.144311.BJ04.037.Group1.A1.S037
,,240104.144707.BJ04.038.Group1.A1.S038
,,240104.144908.BJ04.039.Group1.A1.S039
,,240104.145139.BJ04.040.Group1.A1.S040
,,240104.145358.BJ04.041.Group1.A1.S041
,,240104.145627.BJ04.042.Group1.A1.S042
,,240104.145848.BJ04.043.Group1.A1.S043
,,240104.150003.BJ04.044.Group1.A1.S044
,,240104.150128.BJ04.045.Group1.A1.S045
,,240104.150351.BJ04.046.Group1.A1.S046
,,240104.150642.BJ04.047.Group1.A1.S047
,,240104.152132.BJ04.048.Group1.A1.S048
,,240104.152437.BJ04.049.Group1.A1.S049
,,240104.153223.BJ04.051.Group1.A1.S051
,,240104.153457.BJ04.052.Group1.A1.S052
,,240104.153942.BJ04.053.Group1.A1.S053
,,240104.154257.BJ04.054.Group1.A1.S054
,,240104.154552.BJ04.055.Group1.A1.S055
,,240104.154929.BJ04.057.Group1.A1.S057
,,240104.155129.BJ04.058.Group1.A1.S058
,,240104.155447.BJ04.059.Group1.A1.S059
,,240104.155645.BJ04.060.Group1.A1.S060
,,240104.160011.BJ04.061.Group1.A1.S061
,,240104.160122.BJ04.062.Group1.A1.S062
,,230915.111343.B7.001.Group1.A1.S001
,,230915.111547.B7.002.Group1.A1.S002
,,230915.111755.B7.003.Group1.A1.S003
,,230915.112339.B7.004.Group1.A1.S004
,,230915.112821.B7.005.Group1.A1.S005
,,230915.113113.B7.006.Group1.A1.S006
,,230915.113315.B7.007.Group1.A1.S007
,,230915.113849.B7.008.Group1.A1.S008
,,230915.114330.B7.009.Group1.A1.S009
,,230915.114739.B7.010.Group1.A1.S010
,,230915.114930.B7.011.Group1.A1.S011
,,230915.115151.B7.012.Group1.A1.S012
,,230915.115745.B7.013.Group1.A1.S013
,,230915.120043.B7.014.Group1.A1.S014
,,230915.120318.B7.015.Group1.A1.S015
,,230915.120510.B7.016.Group1.A1.S016
,,230915.120732.B7.017.Group1.A1.S017
,,230915.121202.B7.018.Group1.A1.S018
,,230915.121344.B7.019.Group1.A1.S019
,,230915.121741.B7.020.Group1.A1.S020
,,230915.121939.B7.021.Group1.A1.S021
,,230915.122211.B7.022.Group1.A1.S022
,,230915.122407.B7.023.Group1.A1.S023
,,230915.123013.B7.024.Group1.A1.S024
,,230915.123425.B7.025.Group1.A1.S025
,,230915.124055.B7.026.Group1.A1.S026
,,230915.124623.B7.027.Group1.A1.S027
,,230915.132728.B7.028.Group1.A1.S028
,,230915.133049.B7.029.Group1.A1.S029
,,230915.133347.B7.030.Group1.A1.S030
,,230915.133508.B7.031.Group1.A1.S031
,,230915.133649.B7.032.Group1.A1.S032
,,230915.134002.B7.033.Group1.A1.S033
,,230915.134158.B7.034.Group1.A1.S034
,,230915.134526.B7.035.Group1.A1.S035
,,230915.134812.B7.036.Group1.A1.S036
,,230915.135007.B7.037.Group1.A1.S037
,,230915.135128.B7.038.Group1.A1.S038
,,230915.140508.B7.040.Group1.A1.S040
,,230915.140755.B7.041.Group1.A1.S041
,,230915.141201.B7.042.Group1.A1.S042
,,230915.141433.B7.043.Group1.A1.S043
,,230915.141615.B7.044.Group1.A1.S044
,,230915.142022.B7.045.Group1.A1.S045
,,230915.142426.B7.046.Group1.A1.S046
,,230915.142541.B7.047.Group1.A1.S047
,,230915.142755.B7.048.Group1.A1.S048
,,230915.142933.B7.049.Group1.A1.S049
,,230915.143122.B7.050.Group1.A1.S050
,,230915.143440.B7.051.Group1.A1.S051
,,231227.103654.BJ11.001.Group1.A1.S001
,,231227.104423.BJ11.002.Group1.A1.S002
,,231227.104559.BJ11.003.Group1.A1.S003
,,231227.104912.BJ11.005.Group1.A1.S005
,,231227.105042.BJ11.006.Group1.A1.S006
,,231227.105340.BJ11.008.Group1.A1.S008
,,231227.105547.BJ11.009.Group1.A1.S009
,,231227.105734.BJ11.010.Group1.A1.S010
,,231227.105832.BJ11.011.Group1.A1.S011
,,231227.110036.BJ11.012.Group1.A1.S012
,,231227.110308.BJ11.013.Group1.A1.S013
,,231227.110433.BJ11.014.Group1.A1.S014
,,231227.111031.BJ11.016.Group1.A1.S016
,,231227.111605.BJ11.018.Group1.A1.S018
,,231227.111943.BJ11.018.Group1.A1.S018
,,231227.112217.BJ11.019.Group1.A1.S019
,,231227.112313.BJ11.020.Group1.A1.S020
,,231227.131607.BJ11.022.Group1.A1.S022
,,231227.131804.BJ11.023.Group1.A1.S023
,,231227.132114.BJ11.024.Group1.A1.S024
,,231227.132606.BJ11.025.Group1.A1.S025
,,231227.132945.BJ11.026.Group1.A1.S026
,,231227.133438.BJ11.027.Group1.A1.S027
,,231227.133719.BJ11.028.Group1.A1.S028
,,231227.134014.BJ11.029.Group1.A1.S029
,,231227.134445.BJ11.030.Group1.A1.S030
,,231227.135552.BJ11.031.Group1.A1.S031
,,231227.140503.BJ11.032.Group1.A1.S032
,,231227.140713.BJ11.033.Group1.A1.S033
,,231227.141101.BJ11.034.Group1.A1.S034
,,231227.141358.BJ11.035.Group1.A1.S035
,,231227.141658.BJ11.036.Group1.A1.S036
,,231227.142412.BJ11.037.Group1.A1.S037
,,231227.142634.BJ11.038.Group1.A1.S038
,,231227.142943.BJ11.039.Group1.A1.S039
,,231227.144359.BJ11.040.Group1.A1.S040
,,231227.144553.BJ11.041.Group1.A1.S041
,,231227.144940.BJ11.042.Group1.A1.S042
,,231227.145152.BJ11.043.Group1.A1.S043
,,231227.145441.BJ11.044.Group1.A1.S044
,,231227.145716.BJ11.045.Group1.A1.S045
,,231227.145919.BJ11.046.Group1.A1.S046
,,231227.150214.BJ11.047.Group1.A1.S047
,,231227.150617.BJ11.048.Group1.A1.S048
,,231227.151058.BJ11.050.Group1.A1.S050
,,231227.151235.BJ11.051.Group1.A1.S051
,,231227.151538.BJ11.052.Group1.A1.S052
,,231227.151750.BJ11.053.Group1.A1.S053
,,231227.152020.BJ11.054.Group1.A1.S054
,,231227.152206.BJ11.055.Group1.A1.S055
,,231227.152832.BJ11.056.Group1.A1.S056
,,231227.153202.BJ11.057.Group1.A1.S057
,,231227.153726.BJ11.058.Group1.A1.S058
,,231227.154233.BJ11.060.Group1.A1.S060
,,231227.154841.BJ11.061.Group1.A1.S061
,,231227.155112.BJ11.062.Group1.A1.S062
,,231227.155330.BJ11.063.Group1.A1.S063
,,230914.112233.B12.001.Group1.A1.S001
,,230914.112350.B12.002.Group1.A1.S002
,,230914.112557.B12.003.Group1.A1.S003
,,230914.112756.B12.004.Group1.A1.S004
,,230914.112937.B12.005.Group1.A1.S005
,,230914.113222.B12.006.Group1.A1.S006
,,230914.113433.B12.007.Group1.A1.S007
,,230914.113635.B12.008.Group1.A1.S008
,,230914.113806.B12.009.Group1.A1.S009
,,230914.113931.B12.010.Group1.A1.S010
,,230914.114149.B12.011.Group1.A1.S011
,,230914.114302.B12.012.Group1.A1.S012
,,230914.114547.B12.013.Group1.A1.S013
,,230914.114910.B12.014.Group1.A1.S014
,,230914.115434.B12.015.Group1.A1.S015
,,230914.115636.B12.016.Group1.A1.S016
,,230914.115749.B12.017.Group1.A1.S017
,,230914.115948.B12.018.Group1.A1.S018
,,230914.120339.B12.019.Group1.A1.S019
,,230914.120452.B12.020.Group1.A1.S020
,,230914.120638.B12.021.Group1.A1.S021
,,230914.121031.B12.022.Group1.A1.S022
,,230914.124235.B12.023.Group1.A1.S023
,,230914.124332.B12.024.Group1.A1.S024
,,230914.124452.B12.025.Group1.A1.S025
,,230914.124542.B12.026.Group1.A1.S026
,,230914.124713.B12.027.Group1.A1.S027
,,230914.124858.B12.028.Group1.A1.S028
,,230914.124959.B12.029.Group1.A1.S029
,,230914.125123.B12.030.Group1.A1.S030
,,230914.125212.B12.031.Group1.A1.S031
,,230914.125322.B12.032.Group1.A1.S032
,,230914.125458.B12.033.Group1.A1.S033
,,230914.125737.B12.034.Group1.A1.S034
,,230914.125835.B12.035.Group1.A1.S035
,,230914.130014.B12.036.Group1.A1.S036
,,230914.130105.B12.037.Group1.A1.S037
,,230914.130320.B12.038.Group1.A1.S038
,,230914.130405.B12.039.Group1.A1.S039
,,230914.130507.B12.040.Group1.A1.S040
,,230914.130625.B12.041.Group1.A1.S041
,,230914.130911.B12.042.Group1.A1.S042
,,230914.131045.B12.043.Group1.A1.S043
,,230914.131142.B12.044.Group1.A1.S044
,,230914.131225.B12.045.Group1.A1.S045
,,230914.131341.B12.046.Group1.A1.S046
,,230914.131508.B12.047.Group1.A1.S047
,,230914.131642.B12.048.Group1.A1.S048
,,230914.132236.B12.049.Group1.A1.S049
,,230914.132427.B12.050.Group1.A1.S050
,,230914.132519.B12.051.Group1.A1.S051
,,230914.132749.B12.052.Group1.A1.S052
,,230914.132926.B12.053.Group1.A1.S053
,,230914.133154.B12.054.Group1.A1.S054
,,230914.133359.B12.055.Group1.A1.S055
,,230914.133524.B12.056.Group1.A1.S056
,,230914.133717.B12.057.Group1.A1.S057
,,230914.133846.B12.058.Group1.A1.S058
,,230914.134025.B12.059.Group1.A1.S059
,,230914.134121.B12.060.Group1.A1.S060
,,230914.134255.B12.061.Group1.A1.S061
,,230914.134446.B12.062.Group1.A1.S062
,,230914.134637.B12.063.Group1.A1.S063
,,230914.134800.B12.064.Group1.A1.S064
,,230914.134851.B12.065.Group1.A1.S065
,,230914.134953.B12.066.Group1.A1.S066
,,230914.135132.B12.067.Group1.A1.S067
,,230914.135245.B12.068.Group1.A1.S068
,,230914.135607.B12.069.Group1.A1.S069
,,230914.180745.B13.002.Group1.A1.S002
,,230914.180852.B13.003.Group1.A1.S003
,,230914.181035.B13.004.Group1.A1.S004
,,230914.181150.B13.005.Group1.A1.S005
,,230914.181401.B13.007.Group1.A1.S007
,,230914.181520.B13.008.Group1.A1.S008
,,230914.181610.B13.009.Group1.A1.S009
,,230914.181708.B13.010.Group1.A1.S010
,,230914.181808.B13.011.Group1.A1.S011
,,230914.181909.B13.012.Group1.A1.S012
,,230914.182019.B13.013.Group1.A1.S013
,,230914.182115.B13.014.Group1.A1.S014
,,230914.182207.B13.015.Group1.A1.S015
,,230914.182339.B13.016.Group1.A1.S016
,,230914.182451.B13.017.Group1.A1.S017
,,230914.182627.B13.018.Group1.A1.S018
,,230914.182717.B13.019.Group1.A1.S019
,,230914.182839.B13.020.Group1.A1.S020
,,230914.183020.B13.021.Group1.A1.S021
,,230914.183108.B13.022.Group1.A1.S022
,,230914.183214.B13.023.Group1.A1.S023
,,230914.183316.B13.024.Group1.A1.S024
,,230914.183501.B13.025.Group1.A1.S025
,,230914.183947.B13.026.Group1.A1.S026
,,230914.184110.B13.027.Group1.A1.S027
,,230914.184212.B13.028.Group1.A1.S028
,,230914.184332.B13.029.Group1.A1.S029
,,230914.184534.B13.030.Group1.A1.S030
,,230914.184631.B13.031.Group1.A1.S031
,,230914.184902.B13.032.Group1.A1.S032
,,230914.185010.B13.033.Group1.A1.S033
,,230914.185159.B13.034.Group1.A1.S034
,,230914.185305.B13.035.Group1.A1.S035
,,230914.185503.B13.036.Group1.A1.S036
,,230914.185701.B13.037.Group1.A1.S037
,,230914.185907.B13.038.Group1.A1.S038
,,230914.190050.B13.039.Group1.A1.S039
,,230914.190145.B13.040.Group1.A1.S040
,,230914.190241.B13.041.Group1.A1.S041
,,230914.190542.B13.042.Group1.A1.S042
,,230914.190643.B13.043.Group1.A1.S043
,,230914.190752.B13.044.Group1.A1.S044
,,230914.190844.B13.045.Group1.A1.S045
,,230914.190938.B13.046.Group1.A1.S046
,,230914.191622.B13.047.Group1.A1.S047
,,230914.191731.B13.048.Group1.A1.S048
,,230914.191842.B13.049.Group1.A1.S049
,,230914.191934.B13.050.Group1.A1.S050
,,230914.192119.B13.051.Group1.A1.S051
,,230914.192211.B13.052.Group1.A1.S052
,,230914.192251.B13.053.Group1.A1.S053
